"idade","renda","divida","utilizacao_credito","consultas_recentes","inadimplencia","idade_cat"
43,5000.92934277959,2000.5439433746,0,5.39931363291299,1,"(39,49]"
67,5001.85725789424,2000.32904880938,0.649687768886327,4.40719609397932,0,"(60,70]"
23,4999.39829299398,2000.74714477216,0.716137988544125,5.66992068429679,0,"[18,28]"
23,4999.73175049658,2000.20606469173,0,4.50906764698087,0,"[18,28]"
19,4998.97141382867,1999.39834272252,1,5.69342637253523,0,"[18,28]"
69,5000.34510751927,2001.09228729939,1,4.91713709133729,0,"(60,70]"
20,4997.59594995887,1999.29098384342,0.0427446300100832,2.99504763037813,0,"[18,28]"
38,5000.47032633189,1999.75619571341,1,5.2647201135692,0,"(28,39]"
19,4999.28168239544,2000.1340953069,1,5.78492804352339,0,"[18,28]"
55,5000.82965249748,1999.34181074218,0.940099519778079,4.54946794160231,0,"(49,60]"
27,5000.25218464337,1999.72524770576,1,5.58799684293207,0,"[18,28]"
57,5000.25976964608,2001.38138165561,0,3.46748480808108,0,"(49,60]"
22,4999.81271019783,2000.11513464443,1,4.92587869511339,0,"[18,28]"
50,5000.52160558836,2000.30872448967,0.659652406162985,4.79201912126848,0,"(49,60]"
66,5000.73855654322,2001.57738236467,0,4.54182630739067,0,"(60,70]"
56,5000.43765239876,1999.4297746502,1,5.33578107835782,0,"(49,60]"
53,5000.49889156827,1999.12642094395,0.182153319303014,3.88321878410586,0,"(49,60]"
62,4998.90393057692,1999.30256879496,0.305500842149399,6.77940152691973,0,"(60,70]"
59,5000.26390092343,1999.86166920651,1,7.11006711884477,0,"(49,60]"
26,4999.54338309456,1997.97987529603,0,5.28419941841818,0,"[18,28]"
46,5000.49305631387,1999.74354481997,0,5.8466908191243,1,"(39,49]"
29,5001.49517302883,2000.99390863897,1,6.30862196103441,0,"(28,39]"
37,4999.46481838044,1999.93190456669,0,5.56458393595978,1,"(28,39]"
26,5000.69863254888,2000.44937647697,0,5.12427843128799,1,"[18,28]"
60,5000.20015532155,2000.23262695841,1,5.88631395146826,0,"(49,60]"
52,5001.27861830115,2001.72486885699,1,6.80360933219089,0,"(49,60]"
46,4999.62077924826,1999.85236975619,0.0717410403524867,6.28083331602632,0,"(39,49]"
33,4999.04786819248,1999.97807358698,0,5.50697994406514,1,"(28,39]"
54,5000.71726270533,2000.42341899844,0.455280597339936,5.12276935019743,0,"(49,60]"
45,5001.45915511256,2000.27638107515,0.000453321541364737,4.36552227539755,1,"(39,49]"
63,4998.15045007617,2000.79801096518,0,6.3394594452348,1,"(60,70]"
22,5001.48825751796,2001.08612452574,0,3.73056572676278,0,"[18,28]"
45,4999.16216065617,1998.92961249834,0.908790862891996,5.042095339278,0,"(39,49]"
19,5001.33456847848,2001.05528721986,1,7.03970276070305,0,"[18,28]"
35,5000.4644807667,2001.6600029074,0,5.501672705843,1,"(28,39]"
41,4999.46181508558,2000.37192700112,0,3.74501212759184,0,"(39,49]"
66,4999.30406760684,2000.12983863183,0,4.39189883788291,0,"(60,70]"
35,4999.44480583545,1998.73777085261,0,4.89084245962113,0,"(28,39]"
22,5001.21815868726,1999.96378840654,1,5.25325148707286,0,"[18,28]"
63,4998.73702086506,1998.24131330291,0.159985823389053,4.45853806208516,0,"(60,70]"
57,5001.06740987808,2001.69057576276,0.817318727448255,4.81364639587522,0,"(49,60]"
57,5000.51152702841,2000.89343731982,0,4.41654772692192,1,"(49,60]"
38,4999.72765352105,1999.1356840354,0.716393035534032,4.65569337172716,0,"(28,39]"
53,4999.19334502422,1999.26533063903,0.383072666609906,5.15555880465481,0,"(49,60]"
53,5000.22718099909,1999.81271402468,0.653867005850272,5.21067900403554,0,"(49,60]"
56,4998.56293498464,2000.07452666515,1,6.79208120969111,0,"(49,60]"
59,5001.76948837258,1999.50545608935,0.894904612341225,6.44666083677308,0,"(49,60]"
35,4998.53799297882,1998.91110138326,0.800373005669013,5.20877019296564,0,"(28,39]"
44,5000.7794081049,2000.10943709798,0,5.60381010740063,1,"(39,49]"
30,5000.09708103923,1998.97266202643,1,6.18528086264201,0,"(28,39]"
70,5000.86276863293,1999.57704189701,0.631120817386755,4.80208109193356,0,"(60,70]"
36,5000.70305709491,2000.67278182184,0,3.83120463623449,0,"(28,39]"
49,4999.1415745666,1998.32235871773,0,4.1515258982417,0,"(39,49]"
33,5001.16372992795,2000.80617630137,0.15348518858105,5.31167420123959,1,"(28,39]"
46,5001.55987866947,2000.43372147078,1,5.86658182739989,0,"(39,49]"
34,5001.12773481421,2001.48315063749,0.432645434663529,3.82169333918841,0,"(28,39]"
61,4999.71593376614,1998.92509029378,0.75645213718968,3.92718290287744,0,"(60,70]"
26,5000.48968864902,2000.10295368861,0.823962300023236,6.19607187211699,0,"[18,28]"
38,4999.37436250672,1999.70599358632,0,4.52042969464777,0,"(28,39]"
60,4998.57585733721,2000.30693517104,0,4.73961430235217,0,"(49,60]"
65,5001.01366277916,1999.22293622431,1,5.34560842725914,0,"(60,70]"
25,5000.70753220348,1998.65660010168,0,5.62596046641619,0,"[18,28]"
46,4998.90618369474,2001.26348150085,0,6.33152471982895,0,"(39,49]"
55,4999.42162540232,1998.49566171616,0,2.75295530249654,0,"(49,60]"
18,4999.88484284614,1999.82590109989,0,5.16482479407955,0,"[18,28]"
30,4998.66913312276,1999.44492840957,1,6.27863338621243,0,"(28,39]"
31,5000.68702357228,2000.32716645504,0,3.41432759243027,0,"(28,39]"
22,4999.48941504371,1999.87012146844,0.304865887834032,4.4513014559277,0,"[18,28]"
26,4998.52209903584,1998.59404512926,0,3.72853206789424,1,"[18,28]"
33,4999.37109474964,1999.21213722455,1,5.53092189486242,0,"(28,39]"
43,4999.27351479295,2001.45165390334,0,4.10167240873753,0,"(39,49]"
60,5000.22817869666,2000.88094127679,0.425228391903261,6.00687129408269,0,"(49,60]"
59,4999.92128483417,1999.38512932543,1,5.31522652866091,0,"(49,60]"
59,5000.13730451621,1999.52832146872,0.0282801959050583,4.16210713741145,1,"(49,60]"
50,5000.31147493366,2000.9365696745,0,3.96391519851543,0,"(49,60]"
46,4999.08365020924,1999.31502967321,0,5.1705530845246,1,"(39,49]"
42,5000.60768053377,1999.84150463271,1,5.06727703841462,0,"(39,49]"
68,5000.28791001197,1999.78278245283,1,3.14566464609065,0,"(60,70]"
49,4998.40551895787,1999.02701545168,1,5.13342519444385,0,"(39,49]"
34,4999.7216716202,1999.65471362964,1,6.05225259418036,0,"(28,39]"
63,4999.72312950169,2000.38619466154,0,5.49736618067889,0,"(60,70]"
31,5001.32579649981,2000.3262502664,0,5.38812650277421,1,"(28,39]"
64,4998.51171845497,1998.62875644458,0,4.90170878733958,0,"(60,70]"
23,4999.32889164222,1998.41970091825,0.129965764108942,5.40601978910831,1,"[18,28]"
64,5000.9290714266,2000.60297594523,0.984517917132456,5.33820053488411,0,"(60,70]"
60,4999.80475487362,2000.76612781508,1,5.92907068148185,0,"(49,60]"
54,4999.29132122304,1999.77299072704,0,2.58328114134664,0,"(49,60]"
33,4999.685739915,1999.1429265632,0,4.46133444743918,1,"(28,39]"
66,5000.94995881473,2000.22933565958,1,3.60399459155888,0,"(60,70]"
66,5000.66451744335,2001.09912822383,1,6.3682600893178,0,"(60,70]"
67,4999.5492720945,2000.47658605072,0.940997217258421,6.7646173914706,0,"(60,70]"
48,5000.76000524634,1999.17011120038,0.799688654709967,4.05626497370352,0,"(39,49]"
51,5000.61423698104,2000.99677894526,0,4.40108569432135,1,"(49,60]"
47,5000.56862648397,2000.233212984,0,3.52152880018131,1,"(39,49]"
49,5000.13347547216,2000.53041185853,0.912706581437499,6.75020179325714,0,"(39,49]"
23,5002.77009204831,2002.88330065943,0,5.09323200244114,1,"[18,28]"
39,4999.71768338196,2000.0950742918,0.591282146888727,5.63362746130492,1,"(28,39]"
55,5001.15631715361,2000.43287712496,1,5.46018927037454,0,"(49,60]"
48,5000.66386923044,1999.97307162,0.799314427015821,4.87435661328173,0,"(39,49]"
23,5000.28880007959,2000.19792772453,1,5.26887474363525,0,"[18,28]"
37,4999.09525771705,2000.62933369773,0.139884514646448,6.90139626111478,1,"(28,39]"
32,4999.10243258161,2001.62801685989,0.345360651795959,5.17582157777748,1,"(28,39]"
51,4998.48627954892,1999.02092620263,0,4.17797118678527,1,"(49,60]"
59,4999.60385143462,1999.95599338609,0,5.70415082522056,1,"(49,60]"
40,5000.17428026603,1998.60670984127,1,5.25208000798646,0,"(39,49]"
29,4999.19546336566,1999.2116591793,0.602284521571753,5.24855613974892,0,"(28,39]"
43,4997.8457923326,1998.82600961468,0,5.15732760042752,1,"(39,49]"
58,5001.01481976024,2002.20837928177,1,5.38753937177504,0,"(49,60]"
18,5000.58897773696,2000.44535355989,0.256802633448115,5.23188483893655,0,"[18,28]"
19,5000.36451824636,1998.64582322472,0,4.23601613136904,1,"[18,28]"
41,5000.06814624392,2000.82412173631,0,4.01219904013497,0,"(39,49]"
51,4999.71105936459,2000.3320043613,0,3.83144958842864,0,"(49,60]"
42,4999.54913263197,1998.88622249211,1,6.28483347310635,0,"(39,49]"
45,5000.29462909255,2001.01744220273,1,4.91779149268856,0,"(39,49]"
60,5000.33264456288,1998.87089783292,1,5.68360563070517,1,"(49,60]"
31,5000.94542799249,2000.06908743028,0,4.30445048370141,0,"(28,39]"
51,5000.26996130626,2001.13011321398,0,6.67740821691999,0,"(49,60]"
19,5001.34555782013,1999.178008678,0.664299580317019,4.35757670937702,1,"[18,28]"
48,5001.66702022016,2001.60510545819,0,5.92642305704472,0,"(39,49]"
49,5000.40799284516,1999.95373437716,1,5.64796969001984,0,"(39,49]"
44,5001.04254396075,1998.64883070293,0.706737661907844,4.38408366554496,0,"(39,49]"
27,4998.98647360967,2000.32951408062,0.521981029743586,5.59872309347941,0,"[18,28]"
45,5001.3568319985,2001.3878675037,1,5.75898915803384,0,"(39,49]"
54,4998.62513256398,1999.18143288175,0,5.33632482635887,1,"(49,60]"
27,5000.75472634703,1999.34587410516,1,5.96144186471249,0,"[18,28]"
66,5001.63607643334,2000.76105984545,1,5.26616897332931,0,"(60,70]"
66,4999.27783644219,1999.61926101827,0.554224344192326,4.87576436946986,0,"(60,70]"
22,4999.0440419651,1999.75299419403,0,4.28768601852054,0,"[18,28]"
52,4998.458221748,1998.43543793185,0.962957796643718,4.36585126430463,0,"(49,60]"
31,4998.58940573426,1998.67994061874,1,5.02557396029888,0,"(28,39]"
31,5000.57224372354,1997.34391107545,0.431754206632984,2.42223676011227,0,"(28,39]"
45,4999.94263717504,2000.38229210167,0,6.0292913543441,1,"(39,49]"
50,4999.50297563622,1998.46683244731,0.771956479875942,3.82165249538712,0,"(49,60]"
54,5000.73603842494,2000.86411639104,1,5.98758294360455,1,"(49,60]"
52,4999.39066358475,1998.75901768712,0,3.49589200850653,0,"(49,60]"
43,4999.62945138702,1998.50869336414,1,4.9909818449445,0,"(39,49]"
48,4999.64146237492,1999.74424319853,1,4.36432400942199,0,"(39,49]"
62,4999.25595032869,1997.74510469438,1,5.67507431549707,0,"(60,70]"
60,5000.83779030091,1999.94940708544,0.284613282559055,3.95653285384579,0,"(49,60]"
69,4999.48138684743,2000.93167969151,0,5.40128142886076,0,"(60,70]"
49,4999.0786311324,2002.00805810757,0,5.35392013516676,0,"(39,49]"
34,5000.30191341994,2001.57454281261,0,4.20900826392682,1,"(28,39]"
44,4998.03721117813,2000.57173619713,0.179192292887743,5.85695332275658,1,"(39,49]"
47,5000.33143979734,1999.26682222465,1,6.0094837276256,0,"(39,49]"
69,5001.57996263783,2000.60061631325,1,4.68189227026513,0,"(60,70]"
53,4999.60534595958,1998.3626615256,0.264116932377514,3.6957517623453,0,"(49,60]"
37,5000.0626411013,2000.83817545598,1,6.15435767586962,0,"(28,39]"
28,4999.89346130628,2000.33169112956,0,6.0064239861193,0,"[18,28]"
34,5000.30197431382,2001.17449946392,0.559364867574133,5.04054045098849,1,"(28,39]"
26,5000.74605492061,1999.7917702288,0,4.22301338215991,0,"[18,28]"
34,4999.61145601416,2000.11053952593,1,5.8971832880596,0,"(28,39]"
30,4999.97825706105,1999.71196531548,0,2.80617051496412,0,"(28,39]"
48,5000.25397695506,1999.38455789059,0.968827673917312,6.41279081094231,0,"(39,49]"
66,5000.29685046169,2000.01369976023,1,5.66087445739612,0,"(60,70]"
69,5001.55268083629,2001.47874233758,1,4.61135516415634,0,"(60,70]"
18,5000.76180903666,2002.30188287039,0,4.77532958882397,0,"[18,28]"
34,5002.51944612489,2001.06138695746,1,5.84096732633846,1,"(28,39]"
50,5000.48211132201,2000.01203141454,0.420598262603407,4.69928432167624,0,"(49,60]"
45,4999.93150037139,1999.38084868007,0.105881987506072,4.12757433260488,0,"(39,49]"
19,5000.5920145378,2000.1986455609,1,5.92747687409121,0,"[18,28]"
48,5000.75669987997,2000.21101301429,0.277126467701872,5.92320719770443,1,"(39,49]"
25,4999.93451843554,1999.26199769619,0.851857292868794,5.52439359345846,0,"[18,28]"
33,5001.06391826404,2000.44408887412,0.856193571469999,6.20267297798041,0,"(28,39]"
20,4999.15360640172,2000.15731021024,0.788041428026081,6.64647087482706,0,"[18,28]"
54,5000.37873927449,2001.21775196839,1,5.07219533678479,0,"(49,60]"
30,5001.5443850607,2002.34070610293,1,5.84562070981112,0,"(28,39]"
29,4999.63603176361,2000.32196470952,0.431407135883734,4.77476691681676,1,"(28,39]"
18,5000.90228152223,1999.5733831721,0.0850130007799493,3.68135794801561,1,"[18,28]"
47,4997.82323486228,1999.52851246602,0.559391601213334,5.27239469313064,0,"(39,49]"
68,4999.08932634353,1999.58345764343,0.499651807759305,6.92307531227757,1,"(60,70]"
48,5000.69891788978,1999.02965410996,1,7.44191996247131,1,"(39,49]"
54,5000.7688390709,2001.62068859878,0.844445513511206,6.84544287271001,0,"(49,60]"
64,5000.00492813575,2000.59460130544,1,5.17479193826402,0,"(60,70]"
23,5001.03318412268,1999.48594312708,1,5.29478934832791,0,"[18,28]"
33,5000.19180401275,1999.89098576058,1,5.15872475516547,0,"(28,39]"
27,5000.82305027446,1999.64205498385,0.832940684702393,3.87277253370749,0,"[18,28]"
24,5000.43584972242,2000.57983421167,0,4.4158264589102,0,"[18,28]"
26,4999.64292123711,1999.46236585706,0,5.16700174049185,0,"[18,28]"
58,4999.06938139262,2000.61115869125,0,6.29381955126895,1,"(49,60]"
42,5000.15310815819,2000.50496133805,1,3.78053696439367,0,"(39,49]"
20,4999.830181469,2000.50938341726,0,3.69708741559358,0,"[18,28]"
35,5000.27848860828,2001.67054746955,0,6.58539356113941,1,"(28,39]"
70,4999.54836871989,1999.93460347949,0,3.25271170357609,1,"(60,70]"
64,4998.56201559848,1997.62182299912,0.676626113488886,5.01970958152057,0,"(60,70]"
45,5001.32195322617,2002.0110220535,0.35685458441761,4.43104735051247,0,"(39,49]"
32,5002.02519814296,2001.32316317302,0.865248790601669,3.6984591171138,0,"(28,39]"
46,4998.35004912338,2000.99581083088,0,5.10472825394478,1,"(39,49]"
37,5000.76228867378,2001.95580575309,1,5.69521590153441,0,"(28,39]"
42,5001.87495887375,2002.64702073998,0.880676011313284,4.89252608072545,0,"(39,49]"
33,5000.20487993028,2000.61965856037,0,3.73540843941672,0,"(28,39]"
41,4998.43412804558,1999.23430763335,1,5.76893583096986,0,"(39,49]"
50,5000.57494950013,1999.8813815989,0,5.77328694582656,1,"(49,60]"
55,5000.38010897596,1998.88363345448,1,4.80389560511388,0,"(49,60]"
60,4998.81742799141,1999.15326160435,0.38599927652534,5.90753054376643,0,"(49,60]"
58,5002.41421481938,2000.15655952688,0.49063604013119,4.94907550645378,1,"(49,60]"
39,5001.34834368798,1999.58813196522,1,2.50383271879941,0,"(28,39]"
43,5001.79672412061,1998.40592772541,0.921487537026472,3.76849037139919,0,"(39,49]"
37,4999.74019848294,2000.70139510801,0,4.87950415446811,1,"(28,39]"
62,5000.96730727706,1998.118625052,1,5.1788456253716,0,"(60,70]"
54,4997.76367144924,1998.79571436057,1,4.99549467738435,0,"(49,60]"
60,5002.72954944867,2001.36023974608,0.593083757727301,3.8918946473662,0,"(49,60]"
32,5001.69186087263,1999.86125247064,0.406585699357746,4.81143187657837,0,"(28,39]"
38,4998.73588070269,2000.3968249803,0,5.35457262511916,1,"(28,39]"
51,5000.65806210756,2000.10877877833,0,4.0572974079938,0,"(49,60]"
42,4998.53229979041,1998.93500848078,0,4.11116691848782,0,"(39,49]"
55,5002.05704669605,2000.51238179635,0,4.60228679128779,0,"(49,60]"
18,4998.18610433639,1999.15791826814,0,3.815139924977,1,"[18,28]"
31,5000.51934903837,2000.24653961373,0,5.31748126985959,1,"(28,39]"
65,4998.43023604372,2000.49433072442,0,5.27508188061713,0,"(60,70]"
66,4997.74662736006,1999.31832724061,0.127822014132043,5.47175166789962,0,"(60,70]"
28,5000.8298860594,1998.47531932868,0.996882136228459,5.16492315867924,0,"[18,28]"
45,4997.85657790535,1999.63874433062,0.892981111780127,7.24398061364076,0,"(39,49]"
35,4999.48129637958,2001.11319469133,0.253369520423235,5.04932906723189,0,"(28,39]"
51,5000.7171928354,1999.16356887677,0,3.704038515586,1,"(49,60]"
59,5000.52984605191,1998.79765526515,1,5.29715943750809,0,"(49,60]"
53,5001.46359781467,2000.02299887348,1,5.2563287913259,0,"(49,60]"
37,5000.67982903824,2000.30840517514,0.10177625738178,4.30095072724526,0,"(28,39]"
32,5000.35906002049,2000.85315015479,0,4.4532895608347,1,"(28,39]"
24,5000.0292514602,1998.68948206443,1,3.91165643107542,0,"[18,28]"
66,4997.64049456757,1998.78742123402,0.997798982299906,6.25649615711115,0,"(60,70]"
44,4999.77548903494,2000.48082007157,0.852345244405023,5.92469509385936,0,"(39,49]"
47,4999.54441378777,1999.65061896754,0.905214847055147,5.71008982124123,0,"(39,49]"
22,4999.44579606115,1999.00348630947,0.466656848513341,6.33241742300068,0,"[18,28]"
39,5000.86724802851,1999.264346286,1,3.84575956045673,0,"(28,39]"
37,4999.97703813384,2000.31722069375,0,4.19366092461983,1,"(28,39]"
67,5000.15015935661,1999.74231332254,0.733680659728819,4.87835841782243,0,"(60,70]"
58,5000.09349300876,2001.02831379352,1,6.18857609943738,1,"(49,60]"
28,5000.38127761756,2000.1011465821,0.676764219662908,3.98186261511712,0,"[18,28]"
45,5000.40455498623,2001.01775776484,0,3.4336687205346,1,"(39,49]"
55,5000.40563724034,2002.63382099034,1,5.99251468317864,0,"(49,60]"
59,5000.02088167708,2001.1144962803,0,5.83757760933646,0,"(49,60]"
26,4997.83607212285,2001.08835073021,0,6.84234339967363,1,"[18,28]"
40,5000.6550733876,2000.60505010791,1,3.86094511754165,0,"(39,49]"
43,4999.1743683549,1999.99598003369,0,3.89365268732304,0,"(39,49]"
68,4998.03350542855,1998.86864189871,0,4.11321164948549,0,"(60,70]"
58,5001.37591209172,1998.97896598415,1,5.11486672038213,0,"(49,60]"
28,4999.71953706611,1999.09815725925,0.169715527907924,3.43040095948645,0,"[18,28]"
36,5000.83352985758,2001.10457701191,0,4.14712614665336,0,"(28,39]"
45,5000.53879102695,2001.3994602362,1,4.96361546842702,0,"(39,49]"
38,5000.18359169155,2002.10265413384,0,5.85235678967974,0,"(28,39]"
53,4999.79519465003,2000.00961663367,0,3.51276934728595,0,"(49,60]"
59,4999.3972138073,1999.51571995002,0.756838276747002,4.02904798950608,0,"(49,60]"
39,5000.31008032296,2000.10944302376,0.990312151388881,4.67342064265002,0,"(28,39]"
42,4998.44116274024,2000.36254884432,0.82255972505611,5.85056250476763,0,"(39,49]"
66,5000.00099268344,1999.27886043195,1,5.54651105415903,0,"(60,70]"
47,4999.39679843634,1999.41519307291,0,3.3410143838363,1,"(39,49]"
38,4999.88296970364,2000.27461397583,0.989013248726774,5.21649787500295,0,"(28,39]"
61,5001.56062931731,1999.37607036066,0.0939782529874943,5.31275396417268,0,"(60,70]"
38,4999.82415945135,1998.60625413332,1,3.46250166674929,0,"(28,39]"
23,5001.14593102466,1999.40810595265,0.884357148442796,5.22961653617076,1,"[18,28]"
64,4998.17689903569,2001.506050717,0.267814173890345,5.41867024280104,0,"(60,70]"
58,4999.66367991743,1999.57454664106,0,4.52474814032016,0,"(49,60]"
27,5000.56924042471,2000.28910332467,1,5.15366900242616,1,"[18,28]"
41,4998.37474424647,1999.68479874657,0.863583096291242,5.75131912229318,0,"(39,49]"
67,4999.37628350984,1998.88158816026,0.991612908629886,4.15377105703582,0,"(60,70]"
24,5000.27098388414,2000.85029448464,1,6.72660480250233,1,"[18,28]"
31,5000.32631189381,1999.90658178465,0,4.86235667174527,1,"(28,39]"
29,5000.34822218248,1999.87263214864,1,4.50396445773682,0,"(28,39]"
70,4998.84819212894,1999.46944068106,0,5.87697391903,1,"(60,70]"
68,4998.39534108267,1999.71856007349,0.848708179512504,5.06923330196363,0,"(60,70]"
27,4999.8767177818,1999.15369108729,0.613187114320981,4.58777757069172,0,"[18,28]"
42,5001.03711974051,1999.09896103873,0.78899685280781,4.46488189727418,0,"(39,49]"
54,4999.48803357567,1999.60032098426,0,5.13061543313991,0,"(49,60]"
19,5000.49867132749,2000.25271254112,0,4.71836872622026,0,"[18,28]"
52,5000.36482469879,2000.4771299903,0,3.27606258274965,0,"(49,60]"
51,4999.9533891787,1999.08201515195,0,3.73907409731215,1,"(49,60]"
44,4998.29084774273,1999.26310632121,0,4.1870609380471,1,"(39,49]"
63,4999.76600977371,2000.27020806623,1,6.4052421464865,0,"(60,70]"
48,5000.73833779449,1999.93474485384,0.865079330024704,4.25803737200701,0,"(39,49]"
44,4999.35221254584,2000.78214189267,0,4.94695797874992,0,"(39,49]"
33,5000.58536775097,1999.5862969853,1,5.77720248487274,0,"(28,39]"
53,4999.88693852711,2001.76994053147,0.937151955368353,6.83617708204706,0,"(49,60]"
70,5000.0935214651,2000.05564924242,1,5.6326625736205,0,"(60,70]"
41,5000.75433439794,2000.23567210105,1,5.59962439900572,0,"(39,49]"
55,4999.94287029065,2001.6948421419,1,3.99808039133063,1,"(49,60]"
69,5001.66420788762,2000.45487662435,0.925857881456263,5.0926406177528,0,"(60,70]"
38,4999.67407178128,2000.57856076662,0,4.61017144688619,1,"(28,39]"
37,5001.50655772226,2000.17152194903,1,5.85107733057233,0,"(28,39]"
28,4998.07198174882,2000.32263380272,1,5.53970520570356,0,"[18,28]"
50,4999.04711708113,1999.58151556969,0,6.40482969078471,0,"(49,60]"
31,4999.92869996585,2000.25785964652,0,3.9863747157042,0,"(28,39]"
45,5000.85213940891,1998.99516519048,0,4.90050415138864,1,"(39,49]"
50,5001.24493061983,1999.26771378913,1,4.79883953761346,0,"(49,60]"
46,4998.94606564182,1999.82551658274,0,4.39171787650178,0,"(39,49]"
53,5000.58294199031,1999.91937500494,0,5.2813403226313,1,"(49,60]"
62,5000.62098834513,1999.16944434242,0.185897374245716,5.2272984486949,1,"(60,70]"
49,4998.77642849657,1998.92771227895,0.256552588171793,4.06848405940354,0,"(39,49]"
55,4999.43825589467,1998.84512212284,0.0767663220984933,5.56930981039984,0,"(49,60]"
39,4998.79941447808,1999.775059178,0,4.12086435307507,1,"(28,39]"
61,5000.88689625826,2000.01648429581,0.139118783985828,4.34845734177093,0,"(60,70]"
